,Sentence,label,transliterated
86,ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ.  # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.,Not_offensive,{'kn': 'ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ. # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.'}
87,Dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira ... Ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane Kannada movies ast hesru madtha illa ...,Offensive_Targeted_Insult_Group,{'kn': 'ದಿಸ್ ಲೈಕ್ ಹಾಕಾರ್ಜ್ ಆಂಡ್ ಮ್ಯಾಥ್ ಹೆಕೋಕ್ ಎಸ್ಟ್ ಪದ್ಧಿನಿ ನಿಮಿ ಎಸ್ಟ್ ಆಗಿಲ್ಲ ಆಂಡ್ರೆ ಸುಂಂಹೆ ಏರ್ಬೋಡ್ ಆಳ್ವ ಯಾಕ್ ಸುಂಂಹೆ ದಿಸ್ಲಿಕೆ ಹಾಕ್ತಿರ ... ಅದೆ ಬೆರೆ ಭಾಷೆಡ್ ಎಸ್ಟ್ ಕಚ್ಚದ ಎದರು ಲೈಕ್ ಹಾಕ್ತಿರ ಆಳ್ವ ನಿಮ್ಮಂತರ್ ಏರೊಡ್ರಿಂದನೆ ಕನ್ನಡ ಮೂವೀಸ್ ಆಸ್ಟ್ ಹೆಸ್ರು ಮದ್ತ ಎಲ್ಲಾ ...'}
88,Next level quality,not-Kannada,{'kn': 'ನೆಕ್ಸ್ಟ್ ಲೆವಲ್ ಕ್ವಾಲಿಟಿ'}
89,Le gandunTikamucchunnEe Tara worst song nin kayalli madakke agutta,Offensive_Targeted_Insult_Other,{'kn': 'ಲೇ ಗಂಡುಂಟಿಕಮುಕನ್ನು ತಾರಾ ವರ್ಸ್ಟ್ ಸಾಂಗ್ ನೀನ್ ಕಾಯಲ್ಲಿ ಮಾಡಕ್ಕೆ ಆಗುತ್ತ'}
90,E song ero range ge 3to.5 millone agbekittu,Not_offensive,{'kn': 'ಏ ಸಾಂಗ್ ಏರೋ ರಂಗೆ ಗೆ 3ಟೊ.5 ಮಿಲ್ಲೋನ್ ಆಗ್ಬೇಕಿತ್ತು'}
91,ಚಿತ್ರರಂಗದ ಧನಿಕರು ಎಲ್ಲಿದ್ದಿರ. ನಾಲ್ಕು ಜನ ಸೇರಿದರೆ ಸಾಕು,Not_offensive,{'kn': 'ಚಿತ್ರರಂಗದ ಧನಿಕರು ಎಲ್ಲಿದ್ದಿರ. ನಾಲ್ಕು ಜನ ಸೇರಿದರೆ ಸಾಕು'}
92,ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?,Offensive_Targeted_Insult_Other,{'kn': 'ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?'}
93,kelsa maddidare anna Modiji,Not_offensive,{'kn': 'ಕೆಲ್ಸಾ ಮಾಡ್ಡಿದರೆ ಅನ್ನಾ ಮೋದಿಜಿ'}
94,Chalu ati nataka,Not_offensive,{'kn': 'ಚಾಲು ಅತಿ ನಾಟಕ'}
95,super togari tippa,not-Kannada,{'kn': 'ಸೂಪರ್ ತೊಗರಿ ಟಿಪ್ಪ'}
96,Previous video dalli sai Kumar diolauge,Not_offensive,{'kn': 'ಪ್ರಿವೈಸ್ ವೀಡಿಯೋ ದಲ್ಲಿ ಸೈ ಕುಮಾರ್ ದಿಲೋಲಜೆ'}
97,Hands up to vijaya prakash sirr,not-Kannada,{'kn': 'ಹಂದ ಅಪ್ ಟೊ ವಿಜಯಾ ಪ್ರಕಾಶ್ ಸರ್ರ್'}
98,En ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್,Not_offensive,{'kn': 'ಏನ್ ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್'}
99,Hands up - 308k likes nBelageddu - 308k likes,Offensive_Targeted_Insult_Other,{'kn': 'ಹಂದ ಅಪ್ - 308ಕಿ ಲೈಕ್ಸ್ ಂಬೆಲಗೆದ್ದು - 308ಕಿ ಲೈಕ್ಸ್'}
100,Best episode sir,not-Kannada,{'kn': 'ಬೆಸ್ಟ್ ಎಪಿಸೋಡೆ ಸಾರ್'}
101,Super sir baigla sir,Not_offensive,{'kn': 'ಸೂಪರ್ ಸಾರ್ ಬೈಗ್ಲ ಸಾರ್'}
102,Tik tok shata,Offensive_Targeted_Insult_Group,{'kn': 'ಟಿಕ್ ಟೋಕ್ ಶತ'}
103,Yakebdre krishnana shapa aduke,Not_offensive,{'kn': 'ಯಾಕೆದ್ದ್ರೆ ಕೃಷ್ಣನ ಶಾಪ ಅಡಿಕೆ'}
104,Hidden detail in  trailer of Avane Srimanarayana....n,Not_offensive,{'kn': 'ಹಿಡ್ಲರ್ನು ಡೆಟಾಲ್ ಇನ್ ಟ್ರೈಲರ್ ಅಫ್ ಅವನೇ ಶ್ರೀಮನರಾಯನ....ನ್'}
105,Elli politics jasti and beliyokke bedalla hotte kirchu padthare,Offensive_Targeted_Insult_Group,{'kn': 'ಎಲ್ಲಿ ಪಾಲಿಟಿಕ್ಸ್ ಜಾಸ್ತಿ ಆಂಡ್ ಬೇಲಿಯೋಕ್ಕೆ ಬೇಡಲ್ಲ ಹೊಟ್ಟೆ ಕಿಚ್ಚು ಪದ್ತರೆ'}
106,All fake bro nija vishaya maatra heli bro ummane janara manasalli sullu nambike yanna huttisa bedi plzzzz,Offensive_Targeted_Insult_Group,{'kn': 'ಆಲ ಫೇಕ್ ಬ್ರೋ ನಿಜ ವಿಷಯ ಮಾತ್ರ ಹೇಳಿ ಬ್ರೋ ಉಮ್ಮನ್ ಜನರ ಮನಸಲ್ಲಿ ಸುಳ್ಳು ನಂಬಿಕೆ ಯಣ್ಣ ಹುಟ್ಟಿಸು ಬೇಡಿ ಪ್ಲಜ್ಜಿಜ್'}
107,ಎಸ್ ಸೂಪರ್ ಸಾಂಗ್,Not_offensive,{'kn': 'ಎಸ್ ಸೂಪರ್ ಸಾಂಗ್'}
108,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಇದ್ದು ನಮ್ಮ ದೇಶದ ಅನ್ನ ತಿಂದು ಬೇರೆ ದೇಶಕ್ಕೆ ಲಾಭ ಮಾಡ್ತಾ ಇದೀರಾ ನಾಚಿಕೆ ಆಗಬೇಕು ಹಿಂತವರಿಗೆ,Not_offensive,{'kn': 'ನಮ್ಮ ದೇಶದಲ್ಲಿ ಇದ್ದು ನಮ್ಮ ದೇಶದ ಅನ್ನ ತಿಂದು ಬೇರೆ ದೇಶಕ್ಕೆ ಲಾಭ ಮಾಡ್ತಾ ಇದೀರಾ ನಾಚಿಕೆ ಆಗಬೇಕು ಹಿಂತವರಿಗೆ'}
109,Dislike kon kiya re m###₹##0d 🤗..,Offensive_Targeted_Insult_Other,{'kn': 'ದಿಸ್ಲಿಕೆ ಕಾನ್ ಕಿಯ ರೆ ಎಮ್###₹##0ಡ್ 🤗..'}
110,Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video 🥰,Not_offensive,{'kn': 'ಲೇ ಮಾರಾಯ ನೀನು ನಿಜವಗಳು ಹೀರೋ ಕ್ಯಾನೋ ಸೂಪರ್ ಮಾಮ ನಿನ್ನಾ ಮಾಡಿರೊದು ವೀಡಿಯೋ 🥰'}
111,Super song 🥰🥰,not-Kannada,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ 🥰🥰'}
112,Super tippa i like video i love video,not-Kannada,{'kn': 'ಸೂಪರ್ ಟಿಪ್ಪ ಈ ಲೈಕ್ ವೀಡಿಯೋ ಈ ಲವ್ ವೀಡಿಯೋ'}
113,@Sharath T urkondu sayri sulemakalla 1 year 3 blockbuster BOSS,Offensive_Targeted_Insult_Individual,{'kn': '@ಶರತ್ ತ್ ಊರುಕೊಂಡು ಸೈರಿ ಸುಲೇಮಕಲ್ಲ 1 ಯೇರ್ 3 ಬ್ಲಾಕ್ಕುಸ್ಟರ್ ಬಾಸ್'}
114,Bro nim editing spr nan nim videos fan e video Dali heliro song matrA spr,Not_offensive,{'kn': 'ಬ್ರೋ ನಿಮ್ ಎಡಿಟಿಂಗ್ ಸ್ಪಾರ್ ನಾನ್ ನಿಮ್ ವಿಡೀಸ್ ಫ್ಯಾನ್ ಏ ವೀಡಿಯೋ ದಾಳಿ ಹೆಲ್ಲರ್ ಸಾಂಗ್ ಮಾತ್ರಾ ಸ್ಪಾರ್'}
115,ಸಾಂಗ್ ಸೂಪರ್ nಮ್ಯೂಸಿಕ್,Not_offensive,{'kn': 'ಸಾಂಗ್ ಸೂಪರ್ ನ್ಮ್ಯೂಸಿಕ್'}
116,Howdu brother nanu tv nalli nodidde evru elidnella avru elidru,Not_offensive,{'kn': 'ಹೌದು ಬ್ರದರ್ ನಾನು ಟೀವಿವಿ ನಲ್ಲಿ ನೋಡಿದ್ದೆ ಇವರು ಎಲಿಲ್ನೆಲ್ಲಾ ಅವರು ಏಳಿದ್ದು'}
117,ಕೆಜಿಎಫ್  ಒಂದು ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದೆ nಅವನು ಅದಕ್ಕಿಂತ ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟುತ್ತಾನೆ ಪಕ್ಕ n,Not_offensive,{'kn': 'ಕೆಜಿಎಫ್ ಒಂದು ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದೆ ನ್ಅವನು ಅದಕ್ಕಿಂತ ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟುತ್ತಾನೆ ಪಕ್ಕ ನ್'}
118,Namma manigu banndidda ashwathama,Offensive_Untargetede,{'kn': 'ನಮ್ಮ ಮಣಿಗೂ ಬಂದಿದ್ದ ಅಶ್ವತಮ'}
119,ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ASN,Not_offensive,{'kn': 'ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಆನ್ಸ್'}
120,@Sachin Y S ik pakka avara irtar,Not_offensive,{'kn': '@ಸಚಿನ್ ಯ ಎಸ್ ಈಕ್ ಪಕ್ಕ ಅವರ ಆರ್ಟರ್'}
121,Prajwal look is different,Not_offensive,{'kn': 'ಪ್ರಜ್ವಲ್ ಲುಕ್ ಐಎಸ್ ಡಿಫ್ಯರೆಂಟ್'}
122,LIKE  1M,not-Kannada,{'kn': 'ಲೈಕ್ 1ಎಮ್'}
123,ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ,Not_offensive,{'kn': 'ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ'}
124,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರಾ..........,Not_offensive,{'kn': 'ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರಾ..........'}
125,Brazil ಕಂಪನಿ ಬಂದು 4 ವರ್ಷಕ್ಕೆ  ಬಾಗ್ಲು  ಮುಚ್ಚುತು  ಕಾರಣ ಲೋಕಲ್ accountant ಎರಡು ಕೈ ಯಿಂದ ತಿಂದ,Not_offensive,{'kn': 'ಬ್ರೆಜಿಲ್ ಕಂಪನಿ ಬಂದು 4 ವರ್ಷಕ್ಕೆ ಬಾಗ್ಲು ಮುಚ್ಚುತು ಕಾರಣ ಲೋಕಲ್ ಆಕೋಂಟೆಂಟ್ ಎರಡು ಕೈ ಯಿಂದ ತಿಂದ'}
126,Super songs bro,Not_offensive,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ಸ್ ಬ್ರೋ'}
127,Vote for kuri prathap,not-Kannada,{'kn': 'ವೋಟ್ ಫೋರ್ ಕುರಿ ಪ್ರಥ್ಯಪ್'}
128,ನೀವು 6-5=2 ಸಿನಿಮಾ ವನ್ನು ರಿಯಲ್ ಸ್ಟೋರಿ ಅಂತ ಯಾಕೆ ಸುಳ್ಳು ಹೇಳಿದ್ದು,Offensive_Targeted_Insult_Group,{'kn': 'ನೀವು 6-5=2 ಸಿನಿಮಾ ವನ್ನು ರಿಯಲ್ ಸ್ಟೋರಿ ಅಂತ ಯಾಕೆ ಸುಳ್ಳು ಹೇಳಿದ್ದು'}
129,ಕಾಂಗ್ರೇಸ್ನವರು ದೇಶದಲ್ಲಿ ಜಾತಿ,Offensive_Targeted_Insult_Group,{'kn': 'ಕಾಂಗ್ರೇಸ್ನವರು ದೇಶದಲ್ಲಿ ಜಾತಿ'}
130,Nakkan benki guru,Not_offensive,{'kn': 'ನಕ್ಕನ್ ಬೆಂಕಿ ಗುರು'}
131,First like,not-Kannada,{'kn': 'ಫಸ್ಟ್ ಲೈಕ್'}
132,Heart touching comment nnE kelsa aagbeku !!,Not_offensive,{'kn': 'ಹಾರ್ಟ್ ಟಚ್ ಕಾಮೆಂಟ್ ನೇನ್ ಕೆಲ್ಸಾ ಆಗ್ಬೇಕು !!'}
133,Sir ond compeny yalli kelsa madidra gov employes labor officer bookmadkond laber ge 5000 salry kotre employe mane  est kasta alva. yava gov sarilla sir nav egga comment madkondu saibeku aste,Offensive_Targeted_Insult_Group,{'kn': 'ಸಾರ್ ಆಂಡ್ ಕಂಪೆನಿ ಯಲ್ಲಿ ಕೆಲ್ಸಾ ಮಾಡಿದ್ರ ಗೋ ಎಂಪ್ಲೋಯ್ಸ್ ಲೇಬರ್ ಆಫೀಸರ್ ಬೋಕ್ಮಾಂಬಂಡ್ ಲೇಬರ್ ಗೆ 5000 ಸರ್ರಿ ಕೊಟ್ರೆ ಎಂಪ್ಲೋಯ್ ಮನೆ ಎಸ್ಟ್ ಕಷ್ಟ ಆಳ್ವ. ಯಾವ ಗೋ ಸಾರಿಲ್ಲ ಸಾರ್ ನಾ ಎಗ್ಗ ಕಾಮೆಂಟ್ ಮಾಡ್ಕೊಂಡು ಸೈಬೇಕು ಆಸ್ಥೆ'}
134,Bhimsen Baburao Waghe Bhimsen Waghe,not-Kannada,{'kn': 'ಭಿಮ್ಸನ್ ಬಾಬೂರಾವ್ ವಾಘೆ ಭಿಮ್ಸನ್ ವಾಘೆ'}
135,@Siddesh Kumar thankyou sir,not-Kannada,{'kn': '@ಸಿದ್ದೇಶ ಕುಮಾರ್ ತಂಕ್ಯೂ ಸಾರ್'}
136,ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಮತ್ತೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Not_offensive,{'kn': 'ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಮತ್ತೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ'}
137,Movie is too good,not-Kannada,{'kn': 'ಮೂವಿ ಐಎಸ್ ಟೂ ಗುಡ್'}
138,ಅಚ್ಚ ಕನ್ನಡ ಸಾಂಗ್ ಸೂಪರ್,Not_offensive,{'kn': 'ಅಚ್ಚ ಕನ್ನಡ ಸಾಂಗ್ ಸೂಪರ್'}
139,Looks like it's a suspense movie,not-Kannada,"{'kn': ""ಲುಕ್ಸ್ ಲೈಕ್ ಐಟಿ'ಎಸ್ ಏ ಸಸ್ಪೆನ್ಸ್ ಮೂವಿ""}"
140,D boss fanzzz in Sakaleshpur,Not_offensive,{'kn': 'ಡ್ ಬಾಸ್ ಫ್ಯಾಂಜ್ಜ್ ಇನ್ ಸಕಲೇಶಪುರ್'}
141,@Saraswathi.p.k. Baby swathi,not-Kannada,{'kn': '@ಸರಸ್ವತಿ.ಪಿಎಪ್.ಕಿ. ಬೇಬಿ ಸ್ವಾತಿ'}
142,ಗುರು ನಿಮ್ಗೆ ಡೌಟ,Offensive_Targeted_Insult_Individual,{'kn': 'ಗುರು ನಿಮ್ಗೆ ಡೌಟ'}
143,No way chance illa  ivaga elli edane proof kodi  nambteevi,Offensive_Targeted_Insult_Group,{'kn': 'ನೋ ವೆ ಚಂಕ್ ಎಲ್ಲಾ ಇವಾಗ ಎಲ್ಲಿ ಇದನೇ ಪ್ರೂಫ್ ಕೊಡಿ ನಂಬ್ರಿವಿ'}
144,#Who is here after 17 million n#ಕನ್ನಡ ಸಿನಿಮಾ ಬೆಳೆಯುತ್ತಿದೆ,Not_offensive,{'kn': '#ಹೂ ಐಎಸ್ ಹೀರೆ ಆಫ್ಟರ್ 17 ಮಿಲಿಯನ್ ನ್#ಕನ್ನಡ ಸಿನಿಮಾ ಬೆಳೆಯುತ್ತಿದೆ'}
145,Sakkatt agine   kyakirsi  ugdidira  sir,Not_offensive,{'kn': 'ಸಕ್ಕತ್ ಆಗಿನೇ ಕ್ಯಕೀರ್ಸಿ ಉಗ್ದಿಡಿರ ಸಾರ್'}
146,Most liked kannada movie songsn1,not-Kannada,{'kn': 'ಮೋಸ್ಟ್ ಲಿಕೆಡ್ ಕನ್ನಡ ಮೂವಿ ಸಾಂಗ್ಸನ್1'}
147,@ರಕ್ಕಸ ಬೇಟೆಗಾರ u nailed it,not-Kannada,{'kn': '@ರಕ್ಕಸ ಬೇಟೆಗಾರ ಊ ನೈಲ್ಡ್ ಐಟಿ'}
148,qdvfs67tr-' 9,not-Kannada,"{'kn': ""ಕ್ಡಿವಾಸ್67ಟ್ರ-' 9""}"
149,Adi and dia,not-Kannada,{'kn': 'ಅಡಿ ಆಂಡ್ ಡಿಯಾ'}
150,ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ,Not_offensive,{'kn': 'ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ'}
151,ASN movie na 1st day 1st show nodoru like maadi,Not_offensive,{'kn': 'ಆನ್ಸ್ ಮೂವಿ ನಾ 1ಎಟ್ ಡೇ 1ಎಟ್ ಶೊ ನೋಡೋರು ಲೈಕ್ ಮಾಡಿ'}
152,Thanks you sir,not-Kannada,{'kn': 'ಥಾಂಕ್ಸ್ ಯುಎ ಸಾರ್'}
153,@Gaurish Akki Studio  please all over karnatakadalli 150 theater alli re release maadodakke heli diya movie annu,Not_offensive,{'kn': '@ಗೌರಿಶ್ ಅಕ್ಕಿ ಸ್ಟುಡಿಯೊ ಪ್ಲೀಸ್ ಆಲ ಓವರ್ ಕರ್ನಾಟಕದಲ್ಲಿ 150 ಥೇಟರ್ ಅಲ್ಲಿ ರೆ ರಿಲೀಸ್ ಮಾಡೊದಕ್ಕೆ ಹೇಳಿ ದಿಯ ಮೂವಿ ಅನ್ನು'}
154,Kathe tumba ista aythu..,Not_offensive,{'kn': 'ಕತೆ ತುಂಬ ಇಸ್ತ ಆಯ್ತು..'}
155,ವಿ ಪಿ ಸರ್...,Not_offensive,{'kn': 'ವಿ ಪಿ ಸರ್...'}
156,Hands Upn Tamil Nadu,not-Kannada,{'kn': 'ಹಂದ ಅಪ್ನ್ ತಮಿಲ್ ನಡು'}
157,Bro super bro amazing speech,not-Kannada,{'kn': 'ಬ್ರೋ ಸೂಪರ್ ಬ್ರೋ ಅಮೇಜಿಂಗ್ ಸ್ಪೀಚ್'}
158,Rashmika haters like madi,Offensive_Targeted_Insult_Group,{'kn': 'ರಶ್ಮಿಕ ಹೇಟರ್ಸ್ ಲೈಕ್ ಮಾಡಿ'}
159,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive,{'kn': 'ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ'}
160,anna sakatagi matadidya  i like you  anna,Not_offensive,{'kn': 'ಅನ್ನಾ ಸಕಾಟಗಿ ಮಾತದಿಯ್ಯ ಈ ಲೈಕ್ ಯುಎ ಅನ್ನಾ'}
161,Gentleman sir nevu,Not_offensive,{'kn': 'ಗೆಂಟ್ಲೆಮನ್ ಸಾರ್ ನೀವು'}
162,Superb song,not-Kannada,{'kn': 'ಸುಪರ್ಬ್ ಸಾಂಗ್'}
163,shambhu baligar sir superrrrrrrrrrrrrr,not-Kannada,{'kn': 'ಶಂಭು ಬಲಿಗಾರ್ ಸಾರ್ ಸರ್ಪರ್ರರ್'}
164,I love you,not-Kannada,{'kn': 'ಈ ಲವ್ ಯುಎ'}
165,Super song and super dance,not-Kannada,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ ಆಂಡ್ ಸೂಪರ್ ಡಂಸ್'}
166,Super lines bro,not-Kannada,{'kn': 'ಸೂಪರ್ ಲೈನ್ಸ್ ಬ್ರೋ'}
167,Superrrrrrrr  agi heliya Anna tq u so mach video,Not_offensive,{'kn': 'ಸೂಪರ್ರರ್ ಆಗಿ ಹೇಳಿಯ ಅನ್ನಾ ಟೆಕಿ ಊ ಸೊ ಮಚ್ ವೀಡಿಯೋ'}
168,ಖಂಡಿತ ಮಾಡೋಣ bro,Not_offensive,{'kn': 'ಖಂಡಿತ ಮಾಡೋಣ ಬ್ರೋ'}
169,ಮೊದಲು ನೀನು ಧರ್ಮದ ಬಾಗೆ ನಿನಗೆಸತು ಗೊತ್ತು ಹೆಲ್ಲು,Not_offensive,{'kn': 'ಮೊದಲು ನೀನು ಧರ್ಮದ ಬಾಗೆ ನಿನಗೆಸತು ಗೊತ್ತು ಹೆಲ್ಲು'}
170,ನನಗೆ ಕಾಣುವ ಒಂದೇ ತಪ್ಪು...... publicity ಮಾಡದೇ ಇದ್ದದ್ದು. ....,Offensive_Untargetede,{'kn': 'ನನಗೆ ಕಾಣುವ ಒಂದೇ ತಪ್ಪು...... ಪಬ್ಲಿಸಿಟಿ ಮಾಡದೇ ಇದ್ದದ್ದು. ....'}
171,U missed duniyaa movie,not-Kannada,{'kn': 'ಊ ಮಿಸೆಸ್ ದುನಿಯಾ ಮೂವಿ'}
172,One time kelidre average ansatte,Not_offensive,{'kn': 'ಒನ್ ಟೈಮ್ ಕೇಳಿದ್ರೆ ಅವರೆಗೆ ಅಂಸತ್ತೆ'}
173,E video na unlike madoru nijavaglu kannads davaru ala,Offensive_Targeted_Insult_Group,{'kn': 'ಏ ವೀಡಿಯೋ ನಾ ಉಂಲಿಕೆ ಮಾಡೋರು ನಿಜವಗಳು ಕನ್ನಡ್ಸ್ ದವರು ಆಲ'}
174,KGF chaffer 2 beda bare baku,Not_offensive,{'kn': 'ಜೆಬ್ ಚಾಪರ್ 2 ಬೇಡ ಬರಿಯ ಬಾಕು'}
175,Innu ide avrige bro super roast,Offensive_Untargetede,{'kn': 'ಇನ್ನು ಇದೇ ಅವರಿಗೆ ಬ್ರೋ ಸೂಪರ್ ರೋಸ್ಟ್'}
176,ಅಪೊಲೊ ಆಸ್ಪತ್ರೆಗೆ ಸೇರಿಸಿದರೆ ಎಲ್ಲ ಸರಿಹೊಗುತ್ತೆ,Not_offensive,{'kn': 'ಅಪೊಲೊ ಆಸ್ಪತ್ರೆಗೆ ಸೇರಿಸಿದರೆ ಎಲ್ಲ ಸರಿಹೊಗುತ್ತೆ'}
177,Nanage ಅನ್ಸುತ್ತೆ ಈ ವೀಡಿಯೋ ವನ್ನು ರಶ್ಮಿಯ ಮಂದಣ್ಣ ಫ್ಯಾನ್ಸ್ deslike ಮಾಡಿರಬಹುದು,Not_offensive,{'kn': 'ನನಗೆ ಅನ್ಸುತ್ತೆ ಈ ವೀಡಿಯೋ ವನ್ನು ರಶ್ಮಿಯ ಮಂದಣ್ಣ ಫ್ಯಾನ್ಸ್ ದೆಸ್ಲಿಕೆ ಮಾಡಿರಬಹುದು'}
178,Karnataka one state but many world,Not_offensive,{'kn': 'ಕರ್ನಾಟಕ ಒನ್ ಸ್ಟೇಟ್ ಬೂತ್ ಮಣಿ ವರ್ಲ್ಡ್'}
179,@Nandi Parthasarathi nanna shanta samana Bollywood Hollywood sulemagne modlu ninna ಮಾತೃಭಾಷೆ ಬೆಳಸು adu yare hero aagli,Offensive_Targeted_Insult_Individual,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ನನ್ನ ಶಾಂತ ಸಮಾನ ಬಾಲಿವುಡ್ ಹಾಲಿವುಡ್ ಸುಲೇಮಗ್ನೆ ಮೊದ್ಲು ನಿನ್ನಾ ಮಾತೃಭಾಷೆ ಬೆಳಸು ಅದು ಯಾರೇ ಹೀರೋ ಆಗ್ಲಿ'}
180,Song hosa tara feel kodute,Not_offensive,{'kn': 'ಸಾಂಗ್ ಹೊಸ ತಾರಾ ಫೀಲ್ ಕೊಡುತ್ತಾ'}
181,Prathiyobbara ಜೀವನ Da ಆಸೆಗಳು,Not_offensive,{'kn': 'ಪ್ರತಿಯೊಬ್ಬರ ಜೀವನ ದ ಆಸೆಗಳು'}
182,Kakka is ossm lol,Not_offensive,{'kn': 'ಕಕ್ಕ ಐಎಸ್ ಆಸಂ ಲಾಲ್'}
183,ತುಂಬು ಹೃದಯದ ಶುಭಾಶಯಗಳು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಅಭಿಮಾನಿಗಳಿಂದ,Not_offensive,{'kn': 'ತುಂಬು ಹೃದಯದ ಶುಭಾಶಯಗಳು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಅಭಿಮಾನಿಗಳಿಂದ'}
184,@Mithun KUDLA andh Dani!,not-Kannada,{'kn': '@ಮಿಥೂನ್ ಕುಡ್ಲ ಆಂಧ್ ದನಿ!'}
185,Gud job  nim nirdharakke nimma kelasakke Namma gowrava namaskara. kanditha nimge olle role kodo buddi nirdeshakarige  haagu kannda industry ge barabeku...,Not_offensive,{'kn': 'ಗುಡ್ ಜಾಬ್ ನಿಮ್ ನಿರ್ಧಾರಕ್ಕೆ ನಿಮ್ಮ ಕೆಲಸಕ್ಕೆ ನಮ್ಮ ಗೌರವ ನಮಸ್ಕಾರ. ಕಂಡಿತ ನಿಂಗೆ ಒಳ್ಳೆ ರೊಲ್ ಕೊಡ್ ಬುದ್ದಿ ನಿರ್ದೇಶಕರಿಗೆ ಹಾಗೂ ಕಂಂಡ ಇಂಡಸ್ಟ್ರಿ ಗೆ ಬರಬೇಕು...'}
