,tweets,labels
281,'ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಸಿನಿಮಾ'' ಎಂದು ನಂಬುವವರು ಲೈಕ್ ಮಾಡಿ,0
282,@Nandi Parthasarathi nandini anta itkondidya nen hengsa🤣🤣nEllelo hogbeda matter bage matado childe....chanagiro film na chanagila antyala adrale gotagute enta kachda nenu anta bereourna aadre belsu ilwa tepug iru..nim appa amma nu bereourna tulkonde bandirbeku adke nenu hinge,2
283,@Reginald Kelly Kannada da bagge sumne matadidre(includes people too) adu namgu naatutte,4
284,Hero.heroin very good,5
285,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟ್ರಿಸಿದ ಅವತಾರ,0
286,Hands up super song,5
287,Adu nambike ashte,0
288,After #marakkar trailer,5
289,Hlo bro... Even I uninstalled at stupid app...,3
290,Bindhu gowda ge sariagi madidera,2
291,Copycat raja rakshith shetty,2
292,@F M S rakahith is shit man,5
293,Super conceptnReally Prajwal Devaraj eetara cinema select madi madtare ankondirlilla super concept,0
294,tq super sir,5
295,Bro yav game,0
296,ತುಂಬಾ ಒಳ್ಳೆಯ ಹಾಡು,0
297,Dislikers are not real kannadigas,1
298,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
299,Enadru public help ago Vishayada bagge Mathadi  ivaga jana thumba buddivantharagidare,2
300,Super movie I like it,5
301,Yes yes yes🤟,5
302,Superb song ... Liked it,0
303,@G D yatheesh good job BRO,5
304,Ya bro  true,5
305,ಚಿತ್ರರಂಗದಲ್ಲಿ ಸಂಚಲನ ಮೂಡಿಸಲಿ. nಯಾರ್ ಯಾರಿಗೂ ಬಾಸ್ ಅಲ್ಲ ನಿಮ್ಮ ಸಿನಿಮಾ ಚೆನ್ನಾಗಿದ್ರೆ ಎಲ್ಲರೂ ನೋಡ್ತಾರೆ ಬಕೆಟ್ ಎಲ್ಲಾ ಮೂಲೆಗೆ ಹಾಕಿ. ಇನ್ನೊಬ್ಬ ನಟ ಬಂದು ಹೇಳಿದ ಅಂತ ಯಾರು ಸಿನಿಮಾ ನೋಡಲ್ಲ ನಿಮ್ಮ ಅಭಿನಯ ಕಥೆ ಮನೋರಂಜನೆ ನೋಡಿ ಬರ್ತಾರೆ ಅಷ್ಟೇ. nಶುಭವಾಗಲಿ........,0
306,Manjunatha  Manju,5
307,ತೊಗರಿ ತಿಪ್ಪ ಕಥೆ ತುಂಬಾ ಜನ್ನಾಗಿ ಮುಡಿ ಬಂದಿದೆ,0
308,Super jai d boSs,5
309,Bro neevu helodhu correct naanu kooda tik tok uninstall  maadidini.adre bad words jaasthi use maadbedi bro,0
310,Nkn benki song....#ASN,0
311,@Sushma Prasad thank uu,5
312,ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆ ಶುಭವಾಗಲಿ ಪ್ರಜ್ವಲ್ ಭಾಯ್....ಡಿ ಬಾಸ್ ಭಕ್ತ...,0
313,Diya sandalwood new queen.,5
314,Yavado yavado hakithira realu videos madi haki elwa edana neja agedre proove madi News Ali haki,1
315,Ashwathamana bagge thiliyalu raktha rathri emba yakshagana nodiri,0
316,@Mahantesh Goudar ಮೊದಲು ಕನ್ನಡವನ್ನು ಸರಿಯಾಗಿ ಟೈಪ್ ಮಾಡುವುದನ್ನು ಕಲಿರಿ ಆಮೇಲೆ ಧರ್ಮದ ಉಪದೇಶ ಮಾಡಿ plzzzzzz,2
317,Tik tok beda namge,0
318,Super agi baidry Anna good talking,0
319,ಚಿಂದಿ movie ಗುರು,0
320,Udupi Inda Yarella bandiddiri?,0
321,@Lalkrishna S  ಹೋಲಿತೀಯಾ,5
322,Sar bedi duty madali taraget Miss agote.....?,0
323,Kelta kelta finally idu kick kodtu. excellent,0
324,Edralli nivu enu overagi mathadilla bro,0
325,First time kannada movie film video song full bittirodu,0
326,Yen super song guru..20 times kelde innu kelbeku anstide..BGM super,0
327,Anjali Devi hi,5
328,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ. nಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಚಲನಚಿತ್ರ nಹೌದು ಹುಲಿಯ,0
329,Super duper hit,5
330,Super Answer s,5
331,ಮಾದರಿ ಬದುಕು... ಅವಕಾಶ ಕಳೆದೊಳ್ಳುವ ಕೆಲವು ನಟರು ಮಾನಸಿಕ ಸ್ಥಿಮತತೆ ಕಳೆದುಕೊಂಡು ದುರಂತ ಅಂತ್ಯ ಕಾಣ್ತಾರೆ. ಮಾಡೋಕೆ ಸಾವಿರ ಕೆಲಸಗಳಿವೆ. ಯಾವುದು ಸಣ್ಣಕೆಲಸವಲ್ಲ ಇದನ್ನ ಅರ್ಥೈಸಿಕೊಂಡು ಹೆಮ್ಮೆಯ ಬದುಕು ಬದಕ್ತಿರೋ ಈ ಮಹನೀಯರಿಗೆ ಅಭಿನಂದನೆ,0
332,super guru idhu actually chennagirodhu,0
333,Niceeeeeee vidio bro,5
334,Anjali Devi super,5
335,ಸಾಮಾನ್ಯ ಮನುಷ್ಯ ಶಂಕರ್ ಸರ್  ನಮಗೆ ನೀವು ಮಾದರಿ,0
336,Super I like it,5
337,Basavaraja Basavaraja basu,0
338,Who is here after 300k likes,0
339,Mast mast song,0
340,Imraan sir super coriyagraphy,5
341,Super song sing by vijay prakash,5
342,Super taxi vali baby,5
343,Super sweet  song,5
344,Hindi version release in t series,5
345,Ashwath ge Ashwathe saati nAntha Mahaan Natarige Nanndondu Doodda Salaam,0
346,Dia movie is super,5
347,@Praveen Kumar caste dog spotted bale pan yar nimammana dagar nau thane d boss fans nimammana dagar madiddu husharagi nodkoli thunne asege yar jotenadru odihodaalu 🤣🤪,2
348,Swabhimani Shankar Ashwath avru elrigu maadari... U r great sir,0
349,Love u rakshita shetty,5
350,Edalla Corona havali mugid mele e film na re release madbeku,0
351,Bollywood ki aukaat is movie ke aage kuch bhi nhi h it,5
352,Dont appset sir plz,0
353,E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe 🤦 kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.,3
354,@ಕಿಚ್ಚನ ಹಾವಳಿ book my show Alli pailwan 16cr kurukshetra 28cr madide nodo amele maatadu yavdu jaasti collection madide anta,1
355,S sir niv helid not ja,0
356,ನಮ್ಮ ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಇರುವಷ್ಟು ಹೊಟ್ಟೆಕಿಚ್ಚು ಜನಗಳು ಬೇರೆ ಯಾವ ಭಾಷೆಯಲ್ಲೂ ಸಿಗುವುದಿಲ್ಲ ಎಂಥ ದೊಡ್ಡ ವ್ಯಕ್ತಿ ಮಗ ಇವರು ಅಶ್ವಥ್ ಸಾರ್ ನಮ್ಮ ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಮೇರು ನಟರು ಅವರ ಮಗನಿಗೆ ಇದೆಂಥಾ  ಪಜಿತಿ...ನಮ್ಮ ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಯಾರಿಗೆ ಯಾರೂ ಸಹಾಯ ಮಾಡುವುದಿಲ್ಲ ನೂರಾರು ಕೋಟಿ ಹಣವಿದ್ದರೂ ಅವರು ಸ್ವಾರ್ಥಿ ಗಳಾಗಿರುತ್ತಾರೆ ಇದೇ ಕಾರಣಕ್ಕೆ ರಜನಿಕಾಂತ್ ಅರ್ಜುನ್ ಸರ್ಜಾ ರಂತಹ ಮೇರು ನಟರು ನಮ್ಮ ಭಾಷೆ ಬಿಟ್ಟು  ಪರ ಬಾಷೆಗೆ ಹೋಗಿರುವುದು...,0
357,Super togari tippa,5
358,@Sumukh M.R maga urkanbeda bido,2
359,Next song gu kuda alru andre evaga yar comment  madidera alla alrru like madi share madi nam industry na next level ge togond hogaona.,0
360,Uppi fans next like raksith setty,5
361,January yalli nodidavaru like madi,0
362,Super talking yar,5
363,Volledagli sir nimge,0
364,@prithvi nayak haiwan  utteflop,5
365,ಇವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಕನ್ನಡಿಗ,0
366,Wow nice movie,5
367,ಸೂಪರ್ ಹಿಟ್ ಸಾಂಗ್ಸ್,0
368,Ondu Churu Chennagi illa,0
369,@Nandi Parthasarathi 108ತಗೋ ಡೆಲವೇರಿ ಆಗೋ ಟೈಮ್ ಬಂದ್ರೆ ಈ no ಗೇ cl ಮಾಡು,2
370,Shankar Ashwath swabhimäni,0
371,Tereya abhinayada indide jeevanada pathra,0
372,@Mahesh 13 Karnataka dalle bere bhashe movie nodor jaasthi aagidare,0
373,Namma janakke innu idara liric arta agilla.good music extraordinary liric.,0
374,Bro Hindi song sigthila,0
375,Chinna voice super jai army,0
376,Anjali Devi,5
377,Super bro,5
378,Bro neev mandya Dhavara,0
379,Well said bro,5
380,Most liked Kannada song,0
381,Why you only tik tok anno akka sumne erma ni,2
382,@Nanjunda Rao,5
383,Eid shreshth Avatar,0
384,Super  rakasith  sir,5
385,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
386,Correct agi helidera super 🤣🤣,0
387,Tumba satyavada mathu kanri. Sakath bejar aguthe. Nav yargu mosa anyaya madilla.. Adru inu olleyade agtilla bega.. Eladralu struggle agtide,0
388,Nam Kannada Heroes ge Support maadade Dislike Kodtiralla Enro Neevu....  ALL THE BEST From D BOSS Fans,0
389,Super guru ....hodi hodi channagi ti....hodi e tiktok kagegalge ...,0
390,Swag karenge sabka swagath...ek tha tiger  song copied music?,5
391,E movie li evre nan fav,0
392,Super song,5
393,32 M,0
394,yen guru nam kannada film industry na yellaru seri bere level ge tagondu hogthaa iddare... superb music,0
395,Thu dabba movie sulemagand,3
396,ಇದು ಒಳ್ಳೆಯ ಹಾಡು...ಒಳ್ಳೆಯ ಹಾಡುಗಳು ಕೇಳ್ತಾ ಕೇಳ್ತಾ ಇಷ್ಟ ಆಗುತ್ತವೆ...,0
397,Chiki chiki chiki chikapa nidde madidu saaku swalpa helapa!!!! WOWWWWWWWWWW mastuuuuuuu!!!!,0
398,Ellla ok kannada kammmi aytu   nimm mathalli,1
399,ಈ ಹಾಡಿಗೆ ನನ್ನ ಕಡೆಯಿಂದ hands of,0
400,Prajju love you from d boss fan,5
401,Nice music sir,0
402,ravi chandra ಸಂಗ ಸ,5
403,Kannad song super,0
404,Why kannadigas not supporting kannada movies. .,4
405,Bindu gowda lofer avlu,2
406,Guru ashwattama na jote Avr Appa kuda bandidru nam urge gottilvaa nimge Krishna kuda sikkiddaa,0
407,Prajju Boss is Back,5
408,Enu investigation nedithidya  ashwattama idara OMG nomboke agtilla devre ashwattama nija  vaglu idre it is unbelievable God please a doctor ega idre investigation Madi and a yavudho hasiru guhe andharela Ali hogi nodi inu pooje madthidhara and mate avru sikidra yarigadharu please information Kodi and good job nanna devaru Channel,0
409,ವಾಸ್ತವದ ವಿವರಣೆಗೆ ಧನ್ಯವಾದ,0
410,Super Song Sir.,5
411,@sumit patil KGF,5
412,video nodidare bhaya agutthe,1
413,MANJUNATH HM bobby,5
414,@Raj T yes,0
415,Amazing trailer ಹೊಸ ತರಹದ ಪ್ರಯತ್ನ ಚಿತ್ರ ತಂಡಕ್ಕೆ nಶುಭವಾಗಲಿ 100 ದಿನಗಳು ಪೊರೈಸಲಿ nಅಪ್ಪು ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಪರವಾಗಿ ಗುಡ್ ಲಕ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್,0
416,Supar guru chindi,0
417,Namma tande nu heege sir,0
418,Yen guru ulty 1 number,0
419,Jaanu R9 🤣,5
420,Sir avn height eshtu...... Age eshtu.... Kelbit heli pls,0
421,Tik tok ban maadi. Ellari India app mitron app use maadi. Adhu same tik tok tharane idhe,0
422,ಭಾರತದಲ್ಲಿ  ಕಂಪನಿ  ಸುರು ಮಾಡಲು ಬಂದ್ರೆ  ಸಿಟಿ ಬಿಟ್ಟು ಹಳ್ಳಿಯ ಕಡೆಗೆ ಬರೊದೆ ಇಲ್ಲ.nಉತ್ತಮ ಮತ್ತು ವಿಶಾಲ  ಪ್ರದೇಶ ಇರೊದು ಹಳ್ಳಿಯಲ್ಲಿ .ಮೊದಲು ಅದನ್ನ ಸರ್ಕಾರ ಮಾಡಬೇಕು.,0
423,Super my favorite song,5
424,@Kiccha Vitthal ಲೋ ನಿಮ್ಮ ಲುಚ್ಛನ್ ದಬಾಕ್ 3.. ದಬಾಕೊತಲ್ಲೊ 🤣🤣🤣🤣🤣 villian,2
425,Promotions madro illa 3 varsha kasta pattiro du waste sgbardu,0
426,@Nandi Parthasarathi ninna akkna tullu haritini nodo iga sulemgne,2
427,Your father is a great actor.but industry nalli ollethankke bele kodalla.olle natarige sambavane kodalla.mohini maukha holuva parabasha Marina hakkondu movie dabba movie Madi,0
428,BrasthacharA  ellada deshane Ella. bharatha deshadalli  navella ondhe annodu   bhavane modhalu barbeku.  Ondhu jathiyavaru ennondhu jathiyavaru dhosisodhu  adhu kadime  aagbeku. Rajakiyadavaru navella ondhe.yella pakshadavaru ondagi desha katto kelasa aagbeku .aaga navu Hantha Hantha vagee mele barbahudhu,0
429,Rip Rashmika Mandanna In Advance,0
430,@Aadharaamos I've heard maadeva,5
431,Howdu promotion illa ee tara movie ide anta gotte irlilla,0
432,super vidio,5
433,Sudeep du olle movies innu idave.nnPhantom,0
434,God bless u r setty lv,5
435,ನಾನು ಬೆಂಗಳೂರಿನ ಮುಂಬರುವ ಡಿಜೆ / ನಿರ್ಮಾಪಕ,0
436,Siri gannadam galge haakbitallapa Thu  yaro ninu lo gelge Kano adhu,0
437,3.1k ಉರ್ಕೊಂಡು ಸಾಯ್ರಿ,3
438,A r. Basavarajppa,5
439,Sir mate Tik tok bandideee stop madsi http,0
440,Salaam racky bhai,5
441,Yuvaratnaa coming soon,5
442,ಹಂಗೆ ಇದನ್ನ part 2 ಮಾಡಿ ಸ್ವಾಮಿ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ..,0
443,Make available on Spotify alsi,5
444,Aata barutta? 27 kke  show madtini,0
445,One time ge songe artha agolla. . Pakka bt kelbeku ennond sari ansatte. . .,5
446,ಮಹಾಭಾರತದ ಕಾಲದ ಭಾಷೆ ಯಾವುದಾಗಿತು,0
447,Super bro,5
448,Etara obba adbutha nata,0
449,Mast hadu super,0
450,sooooo many adds,5
451,Comment's nali like madidre illi unlike madi (super song ) nI will coming soon back ..⏳ n100 days super it move pakka.,0
452,love - Diya,5
453,diya best movie in kannada. what a acting superb <3,5
454,Rakshit bro nodi no1 tranding thogando bhandihivi Saka bro,0
455,Is it true,5
456,Nivu madidu karekt,0
457,Very amazing song,0
458,Music  super,5
459,Hands up e songige,0
460,@Vinay Kumar MS avn allla guru Tika urkondeddu nenu 🥴🥴,2
461,@raii rai paaapaa bro🤣,2
462,Shivu Patil,5
463,Ashwath avarge takka maga,0
464,ಗೆಲ್ಲುತ್ತೆ ಡೋಂಟ್ ವೆರಿ,0
465,ನಿಮ್ಮ ಸ್ವಾವಲಂಬಿ ಬದುಕಿಗೆ ನನ್ನದೊಂದು ಸಲಾಂ ಸರ್,0
466,Super duper love you,5
467,@Nandini Gowda Genius,5
468,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಹೊಸ ಅವತಾರ ಸರ್ ನಿಮ್ಮದು,0
469,Happy new year guru,0
470,Correct agi helde guru.. adashtu ellakade share madi,0
471,Tq bro for saport Trollers iam troller nಜೈ ಹಿಂದ್,0
472,@Yash cult Guru lo guru bere heroes na support maadidre nin gantenaadru hoguttaa? Ellaa actors avre depore,0
473,Nijvaglu  bro... Nangu same hange ansbidtu.. Avrdu google pay number iddidre nane ond ticket duddu kotbidana ansbidtu... Nam oor theater alli e film halle illa..,0
474,Bandhu kigiadhe Ganahesruu Hands up,5
475,Anna adu real story,0
476,ಕನ್ನಡದಲ್ಲಿ ಹೊಸ ಪ್ರಯತ್ನಕ್ಕೆ ಒಳ್ಳೆದಾಗಲಿ,0
477,Rakshit anna niii,0
478,ಬಿಟ್ಟಸ್ಥಳ SA _a,0
479,Pubg plair gun,5
480,An untold feelings,5
481,D.boss kade inda dodda wel come madtivi,0
482,Yav kaldan mare nin,0
483,I like u aadhi,5
484,ನಿಮ್ಮ ಒಳ್ಳೆಯತನಕ್ಕೆ ನನ್ನಂದು ಸಲಾಂ,0
485,Fans wars bittu Nam Kannada films belibeku annoru like madi..,0
486,मला भाषा समजली नाही पण गाणे खूप आवडले,5
487,ನಿಮ್ಮ ಅನುಭವದ ಮಾತುಗಳು ನಮಗೆ  ದಾರಿದೀಪಗಳು,0
488,ಮೇಜರ್ ಜನರಲ್ ಅಬಿನಂಧನ್  ವರ್ಧಮಾನ್ ಡಿ ಬಾಸ್ ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳಿಂದ ನಿಮ್ಮ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ...,0
489,Innu aagilva tiktok ban,0
490,Creative kannadiga ur super  n tiktok  users ge nive correct,0
491,ಏನು ಮಾಡೋದು ಸರ್ ದೇಶ ಉದ್ದಾರ ಮಾಡುವಷ್ಟು ದುಡ್ಡನ್ನು ನಕಲಿ ಗಾಂಧಿಗಳು ಲೂಟಿ ಮಾಡಿದ್ದಾರೆ ಅದು ಅಲ್ದೇ ಒಬ್ಬ ವಿದೇಶಿ ಮಹಿಳೆ ಕೈಯಲ್ಲಿ ದೇಶ ಸಿಕ್ಕು ಬರಬಾರದ ಪರಸ್ಥಿತಿಯಲ್ಲಿ ಬಂದುಬಿಟ್ಟಿದೆ ಅವಳ ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್ 3 ಬಿಲಿಯನ್ ಇದೆ ಯಾರಪ್ಪನ ಮನೆ ದುಡ್ಡು ಅದು ಸ್ವಲ್ಪ ಅದರ ಬಗ್ಗೆ ಒಂದು ವಿಡಿಯೋ ಮಾಡಿ ಲೂಟಿಕೋರರ ನಕಲಿ ಗಾಂಧಿಗಳ ಬಗ್ಗೆ,1
492,ತಂಡಕ್ಕೆ ಶುಭವಾಗಲಿ...nರಕ್ಷಿತ್ ಎಂಬ ಪಿಸ್ತೂಲ್...nಸಚಿನ್ ಎಂಬ ಟ್ರಿಗರ್...nಅಜಿನೀಶ್ ಬುಲೆಟ್ ಸೌಂಡ್...nಅಬ್ಬರಿಸಿ ಬೊಬ್ಬಿರಿದಿದೆ....nnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ..nಶುಭವಾಗ್ಲಿ,0
493,Yes I'm also,5
494,So called ದೊಡ್ಡ ದೊಡ್ಡ ಸ್ಟಾರ್ ನಟರು ಇಂತಹ ಚಿತ್ರಗಳ ಬಗ್ಗೆನೂ ಸ್ವಲ್ಪ ಗಮನ ಕೊಟ್ರೆ ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮ ಒಳ್ಳೆಯ ಎತ್ತರಕ್ಕೆ ಬೆಳೆಯುತ್ತೆ,1
495,Iii prends yaradru edira,0
496,Prakash Bhagoji x TC chnGood,5
497,Doddamani Muthu i am also ilakal,5
498,సూపర్ సాంగ్ !!nకొరియోగ్రఫీ   చాలా బాగా   చేశారు  !!,5
499,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
500,Shetru always different,5
501,@Yash cult Guru ellaa heroes andru yash na yaakappa bidtiyaa!? Example Santu straight forward,0
502,Anjali Devi v,5
503,ತುಂಬಾ ತ್ರಿಲಿಂಗ್ ಇರೋ ಹಾಗೆ ಇದೆ ಬೇಗ ರೇಲಿಜ ಮಾಡಿ,0
504,Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane,2
505,@Kiccha Vitthal ಶಾಟ ಕಿತ್ಕೊಳ್ಳೋಕೂ ಆಗಲ್ಲಾ ಲುಚ್ಚಾ ನ್ ಫ್ಯಾನ್  ನೀವ್ 10 ಜನ ಬಂದ್ರೆ ನಾವು 100 ಜನ ಗೊತ್ತಲಾ d boss power.. nim lucha n kelu helatane mindrike,1
506,ಸ್ಯಾಂಡಲ್ ವುಡ್ ನ ಹೊಸ ಅವತಾರnಶ್ರೀ ಮನ್ನಾರಾಯಣ ಯಶಸ್ವಿಯಾಗಲಿnಕಿಚ್ಚ ಸುದೀಪ್ ಸೇನಾ ನಾಲತವಾಡnವಿಜಯಪುರ ಜಿಲ್ಲೆ,0
507,Ban tik tok,5
508,ಇದು ಹಾಡು ಅಂದ್ರೆ ಥಿಯೇಟರ್ ಲಿ ನೋಡಿದ ಮೇಲಂತೂ ಇನ್ನೂ  ಕಿಕ್ ಕೊಡ್ತು,0
509,Super  songs,0
510,Super  creative   guru,0
511,ನಿಜವಾಗ್ಲೂ ತುಂಬಾ ಒಳ್ಳೆ ಫಿಲ್ಮ್  ತುಂಬಾ ಇಷ್ಟ ಆಯಿತು,0
512,Guru sakatha helidiya guru,0
513,Kya lyric hai yar....,5
514,@Prasad Hegde Elli dull ide,0
515,Super song Ŕákśhíťh. Bãï,5
516,ನಿವು ಹೇಳಿರೋ ಮಾತು ನನಗೆ ಜೀವನ ಶೈಲಿಯ ಒಂದು ಪಾಠ ಸರ್,0
517,Lyrics super guru.,0
518,Dodda dodda natarella ellodro.. thu... you are really great sir...,0
519,ಎರಡನೆ ಬಾಗ ಅಪ್ಲೋಡ್ ಮಾಡಿ,0
520,Nkana nava gothala issur hudugaru,0
521,Kadu odiyuva majane bere inserted people get a answer,1
522,yestu bejar Ali edhe nange nagu tadiyoke agtha Ella vidoe nodi,0
523,ರಕ್ಷಿತ್  ಶೆಟ್ಟಿ  ಸೈಲೆಂಟ್  ಕಿಲ್ಲರ್,0
524,Awesome song ..guru ವಿಜಯ್ sir ವಾಯ್ಸ್ superb,0
525,Song was awesome I hope Movie Too,5
526,E film nodi yaraige Shankaranag Avaru Nenapu Agidre Like madi....... nNanganthu Rakshith Ne Namma Next Shakarnag Ansittu,0
527,ನಗು ಬರಲ್ಲ ಅಂತ ಹೇಳಿ ನಗುಸ್ತಿರಲ್ಲ ಬ್ರೊ,0
528,Nannna gelbodu endu nintanu orva   raakshasa.                         Tappalla aadare aduve oohegu meerida saahasa,0
529,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಕೊಜ್ಜೆ,2
530,ಹೌದು ಹುಲಿಯ,0
531,@Bhimrao Naik nIde beda anta helodu,0
532,So good boss,5
533,Dubai le fcbk le movie nodiedi  eyes le ner bantu nam jana ke yav cinema nodbeyaku anta gotilla kgf movie barueti odi badi hogi noderi,4
534,Super guru,0
535,Suspen movie prajaval,5
536,@Vinay Kumar MS nenu Kano tukali avn alla,2
537,ಅದ್ಭುತವಾದ ಹಾಡುnಹಿನ್ನಲೆ ಸಂಗೀತ ಇನ್ನೂ ಅದ್ಭುತ..,0
538,Super song Kannada,0
539,Nam kannada songs yavglu super hit,0
540,Guru nun super super super,0
541,Please upload vol 2,5
542,ಮೊದಲು ನೋಡಿದಾಗ ಓಕೆ ಓಕೆ ಅನ್ನಿಸ್ತು.....nನಿಧಾನವಾಗಿ ಮನಸಿನೊಳಗೆ ಆವರಿಸುತ್ತಾ ಹೋಗುತ್ತೆ nnನಿಜ ತಾನೆ?,0
543,ರಾತ್ರಿ ಫುಲ್ ನ್ಯೂಸ್ ಗಾಗಿ ಕಾಯುವ ಉಡುಪಿ,0
544,Nimm Attendance kodri Kelge nn,0
545,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
546,Di(A)di nHuge fan from nTamilnadu,5
547,What a BGM yar......,5
548,ಶೆಟ್ರೇ ಸಿಗ್ನೇಚರ್ ಸ್ಟೆಪ್ .....ಮ್ಯಾಜಿಕಲ್ ಕಂಪೋಸ್ ಮತ್ತೊಮ್ಮೆ ...ಅಜನೀಶ್ ಲೋಕನಾಥ್............ ಮಾಸ್ ಎಲಿಮೆಂಟಿನಾ ಈ ಹಾಡು ಬಹಳ ತುಂಬಾ ದಿನದ ಮೇಲೇ ಮತ್ತೆ ಮತ್ತೆ ಹಾಕಿ ಕೇಳಿದೆ........... ಹಾಡಿನಲ್ಲಿರುವ ಸಾಹಿತ್ಯದಂತೆ ಅವನೆ ಶ್ರೀಮನ್ನಾರಯಣ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಅವತಾರವಾಗಲಿ,0
549,Good one in kannada.. feel great,0
550,@TROLL MONSTER_KANNADA ಲೋ ಗಾಂಡುಗೆ ಹುಟ್ಟಿದ ರಂಡಿ ಮಗನೇ,2
551,Super bro 🤣🤣🤣🤣,5
552,Kannadada hemmeya asn filme annoru like madi,0
553,He need break..,5
554,#1 trending in India,5
555,Nkn yan trailer guru maiye jumm anthu wow amazing,0
556,Ur brilliant.... neevu helida haage fb twitter alli comments hakta kuthkobek aaguthe,0
